49,最愛她《百年相思》裏的《傳奇》捲，原本看似幽暗充滿憤懣的傳說，卻被她溫柔款款地道來，感受那些歷史長流中紅顏女子的喜怒哀樂。,book,6,5.375
50,她那份淡定從容，愛她那份心細如塵，愛她那份溫柔似水。,book,6.111111111,5.666666667
51,異地戀的思念會毒死一個人的熱愛。,book,3.375,6.166666667
52,沒有景緻沒有文采沒有著作的痕蹟沒有大師的精美。,book,3,4.5
53,這種記錄難免空洞，虛構也顯得薄弱。,book,4,3.5
54,但對異地戀失敗的人，是一杯溫水，可以灌溉貌似枯死的愛的能力。,book,5.555555556,5.166666667
55,該小說的確沒有藝術可言，對於追求精緻閱讀的人，看網絡版足夠了。,book,4.777777778,4
56,長恨歌，我想王琦瑤只是追求自己的幸福，從李主任時是青春追求名利，康明遜時追求的安穩的生活，老克臘追求的晚年孤獨的陪伴，只是她的追求都破滅了～我想如果程先生沒有在文革的時候自殺了，也許晚年的王琦瑤就會願意了吧，願意只有恩情而沒有愛情的陪伴了吧～很不錯的一本書～王安憶說過，她筆下的王琦瑤代表的是一座城市～值得一看哈～,book,6.111111111,4.75
57,愛是得到一切再失去一切之後的一場記憶。,book,4.625,5.142857143
58,一段悽美的愛情故事，當文字也在哭泣時，或許我們就懂得什麼是悽美，什麼是悲情。,book,3.888888889,5.166666667
59,由最初的報復之愛，到最後的生離死別，當中的不捨與深愛，只有當事人才瞭解吧。,book,4.142857143,6.428571429
60,對於一本廣受好評的書“錦上添花”多少有點多餘，讓人有所收穫是每一個閱讀人的願望。,book,6,4.285714286
61,情感，你去試，你就會有收穫---要麼幸福、快樂，要麼痛苦、遺憾。,book,5.625,3.875
62,但是當真相來臨，我想心不痛是不可能的。,book,3.375,5.75
63,剛拿到這本書時有一種莫名的激動。,book,6,6.555555556
64,迫不及待地打開來欣賞，果然是期望中的繁體版，更加興奮。,book,6.625,6.666666667
65,前前後後花了大約一個月的時間完成，感覺這個戰亂中的校園唯美得讓人羨慕，它比我在這和平時代經歷的大學生活更豐富。,book,6.666666667,5.142857143
66,臨近畢業，好友一個個離開，雖然沒有過多的描寫，但不免看了讓人心酸，就在一年前我也經歷了一場場大學好友的分離痛苦。,book,3,5.375
67,當初想買也是看了許多的好評後才下的單沒想到完全沒有別人說的那樣好.,book,3.444444444,5.571428571
68,畫得好噁心!孩子看的時侯就嚇哭了!到了晚上更是不敢睡覺!買了書還帶來了新的煩惱!比起＜青蛙弗洛格＞＞＜＜蹦蹦跳跳＞＞＜＜小熊毛毛＞＞這個卡梅拉要遜色好多!這本書不太適合六歲前的孩子看.,book,3,6.8
69,以前一直不喜歡喝水，雖然同學都說喝水對身體有好處。,book,4.555555556,4.777777778
70,但看了這本書後，才曉得水對人身來說是最好的藥，最好的資源。,book,6.125,4.142857143
71,但是要注意一點，水喝多了是好，但問題是什麼樣的水纔對身體有好處。,book,5.555555556,4.5
72,有些生活，仍是在想象中纔會完美吧，而我喜歡這樣的小生活、小趣味，和淡淡的喜悅和無奈。,book,6,4.333333333
73,正如Miki所說的“有些書，不必有那麼重大的意義”。,book,5.111111111,4
74,瀏覽了Air夫婦的網站，看到“壞脾氣/愛吃不吃***”時覺得好可愛。,book,6.111111111,4.5
75,現在人們的生活壓力很大，在很多時候自身的健康問題往往都被忽視了，特別是男性朋友，所以日常生活中多瞭解一些與健康和保健相關的知識還是必要的。,book,5.5,4
76,對自身健康的大概瞭解還是不錯的，總之，身體的健康還是要靠自己日常的保養保護，另外樂觀向上，保持健康的心態也是對身體健康最重要的。,book,5.714285714,3.625
77,後來有朋友買了說好，那咱還是買一套吧。,book,5.555555556,4
78,我邊講還邊惹來許多小朋友圍觀，這更讓他得意了。,book,5.25,5.142857143
79,看來不能以自己的喜好來決定買不買，大獲好評的書還是值得買的。,book,5.444444444,4.142857143
80,看了一下，書的質量挺好的，裏面的圖畫也挺吸引小朋友的，都是小熊，小兔，小松鼠之類的小朋友都喜歡的小動物。,book,6.666666667,6.142857143
81,而且這書中英對照，也可以對小朋友灌輸一下一些簡單的英文。,book,5.777777778,2.875
82,對心理方面的書籍一直比較感興趣，有朋友推薦我看這本書，於是我就買了，覺得很不錯，裏面的內容很實際，讓我找到自己的人生中不好的模式，並在慢慢改正中，第一次看一口氣就看到了底，但是這樣雲裏霧裏的，後來又慢慢看了一遍，終於悟懂了，而且現在還推薦我的很多朋友都看，並堅信只要你相信，只要你願意去改變你自己，你很可能就可以改變命運！,book,7,5.625
83,閨蜜總是在半夜三更給我訴苦，說她十分想念某某某，甚至想得廢寢忘食，在那個男的對他呵護備至要星星給星星要月亮給月亮的時候她三天兩頭玩失蹤，如今人家有了女朋友她就要死要活了。,book,3,5.375
84,我說這就是犯賤，這就是得不到了才更加愛。,book,3.125,6.75
85,就像米娜姐說的一樣：愛的時候，做再多事都不嫌麻煩.,book,6.333333333,5.75
86,不愛的時候按個手機號碼都嫌費力。,book,3.375,5.285714286
87,我決定把這本書借她看看，讓她覺悟，讓她陰暗的心裏面重見陽光。,book,6.444444444,5.875
88,我一直相信，關於生存技能的書籍每一個人都應該看一看。,book,5.777777778,4
89,我希望每一個愛讀書的人，都能好好看看這方面的書，推薦給親朋好友也看一看，讓每一個人在生命受到威脅時都能做出正確的選擇。,book,6.6,5.444444444
90,當在使用對身體有幫助的物品時，請相信它，感受他，感激它，身體會吸收的更好。,book,6.5,4.142857143
91,相信日後身體所呈現出來健康與否，就是此書所作的貢獻，也是作者的貢獻，希望更多的朋友都幸福安康！,book,6,5.285714286
92,質量不錯，適合3歲左右小孩玩。,book,7,3.857142857
93,有些東西做出來“實用性”還挺強，像太陽帽，剛好能戴在兒子頭上，拖鞋，他也剛好能“穿”，兒子自己還說吶“大小正合適”，呵呵。,book,6,5.625
94,讓他練習手工的同時還有很多樂趣，超喜歡。,book,6.666666667,4.6
95,讀了“筋長一寸，壽延十年”一書，使我眼睛一亮，對我一個有自信的人來說：影響力很大，我雖然熱愛健身運動，但養生書籍我也非常喜歡，此書是一本操作性很強的一本好書，在日常生活中很適用，尤其是拉筋方法學起來很簡便，很遺憾就是缺少整骨知識操作要點，希望該書作者在今後的出版中加以完善。,book,6.222222222,5.625
96,我會將學到的知識向身邊的親朋好友宣傳，只要長期健身，必有回報。,book,6.625,5
97,好人們的人生，好人們的愛情，然而好人卻也避免不了互相傷害，好人也未必能夠得到幸福，所以又有了好人們的而眼淚。,book,3.222222222,4.285714286
98,但是，誰也不能將心分成兩半呢，這樣的結局也未必不是最好的選擇吧。,book,4.25,3.75
99,時間，可以消耗愛情，愛情是經得起歲月蹉跎的，經不起的，那不叫愛”忽然間，明白了什麼有了愛情，其實，再孤獨，也算不上真正的孤獨如果在愛中，依然孤獨，那你就需要考慮一下，這，是不是真的愛了!,book,3.75,4
100,勞動與愛情，挫折與追求，痛苦與歡樂，日常生活與巨大的社會衝突，紛繁地交織在一起，深刻地展示了普通人在大時代歷史進程中所走過的艱難曲折的道路。,book,4.222222222,5.625
101,特別是主人公面對困境艱苦奮鬥的精神，對今天的人們仍有極大影響。,book,6.333333333,4.857142857
102,平凡的記錄不平凡的費德勒，有過輝煌，有過失落，有歡笑有淚水，相信他的路途依然精彩，勝也精彩，敗也精彩，他的完美在於追求完美......過去喜歡，現在喜歡，將來也一直喜歡，這麼一個人，創造完美，贏了多少，輸了多少，付出多少，收穫多少，ROGER將繼續完整他的人生，讓他更加美麗，我們將依舊支持，默默注視，看他怎樣打出完美比賽，畫出完美人生。,book,6.444444444,4.714285714
103,去感受喜悅、和平和愛……雖然不是很容易，但是我發現最近困擾我的一些負面情緒正在慢慢流失。,book,6.5,4.625
104,我想，就像書中所言：情緒是一種能量，會來也會走……這真是一次奇妙的閱讀經歷，更重要的是，這是一次久已缺失的心靈洗禮！,book,6.75,5.875
105,這是一本非常值得推薦的一本書，我讀後收益頗多，並且已推薦給我的朋友，希望也能對別人有所幫助。,book,7.625,5.857142857
106,生活在紛繁複雜的世界中，要做到不抱怨是何等的不容易，但是《不抱怨的世界》它運用簡單的方法可以幫助你控制自己的語言，以至於將思想調整到正向，進而你將在無意識中改變自己的生命。,book,5.444444444,4.428571429
107,不足之處：沒有對部分比較難的單詞做出註釋（有些詞一般的字典是查不到的）。,book,4.1,4.111111111
108,有個別的拼寫錯誤雖然這本書美中有不足。,book,4.222222222,3.2
109,由於本人也是剛讀這本書，暫時不能對這本書的全部情況做到完全把握。,book,5,4.285714286
110,本人以後在閱讀這本書的過程中會就其的優點和不足及時與大家交流！,book,5.285714286,4
111,我一直使用迪奧的化妝品20多年了，無論護膚品還是香水對我都非常喜歡。,book,7,5.142857143
112,如果看這本書的女生多了，優雅的女士會讓今夏風光無限。,book,6.4,5.285714286
113,我已經買了幾本分送給幾位朋友，頗受好評。,book,6.375,4.25
114,星閃亮的是一片黑雲，黑雲不可能永遠阻擋星辰”如果你想讀書，這套書會是你讀過之後絕不後悔的一套書。,book,6.666666667,5.75
115,中國有這樣優秀的打工人而自豪。,book,6.333333333,5.25
116,看了確實有：“...讓我回憶最多的，卻不是人生旅途裏這些成功的瞬間，而是那些刻骨銘心的失敗或挫折...”它展示地是一個真實與真誠的人，一個真心與你分享如何才能成功，而不是一個天才的故事、打工的神仙。,book,6,5.571428571
117,挑戰自己細心和耐性的好助手！,book,7,4
118,小朋友可以在裁剪的過程中，鍛鍊到腦的操控能力，在粘貼的過程，訓練自己的堅持性，當恐龍立體展現時，除了知道了有關它們的知識和名字外，最主要是收穫了一份自信和成就感！,book,6.555555556,5.857142857
119,自信是小朋友邁開成功的第一步！,book,6.75,5.571428571
120,我家女兒5歲，比較喜歡科普圖書，這套書目前是她比較喜歡的圖書，每天都要和我一起來分享各種有趣的知識，現在在看生物篇，對其中的鯨特別有興趣。,book,6.333333333,4
121,個人覺得這套書合適小學低年級小朋友閱讀，幼兒園的小朋友可能需要家長陪同閱讀，對大人和小孩來講都非常長知識，非常不錯，贊一個!,book,6.75,5.285714286
122,身處其間的人，有歡笑，有眼淚，有快樂，有悲傷，有甜蜜，有心碎，可是應該是不會後悔的吧。,book,5.75,5
123,花樣年華中的往事一幕幕浮上心頭，多麼慶幸我們擁有過那麼美好、恣意的青春。,book,6.888888889,4.375
124,如果當時再勇敢一點點，結局會不會不一樣？,book,4.375,5.25
125,畫面很簡單，文字也很簡單當你陷入一種迷失自己的狀態,book,4.888888889,2.666666667
126,力所承受的艱辛對安樂死也有些瞭解，最後章節的那句我們已經不再相信壞運氣了，壞運氣不存在，運氣不存在。,book,4.75,4
127,相信運氣是對生命的侮辱。,book,3.625,5.555555556
128,水說愛的語言，水能結出很美麗的結晶，哪麼要是人與人之間都說好話，我想我們人類就能很好的控制自己的情緒，人有了一個好心情，幹什麼都能成功。,book,6.375,5.857142857
129,社會上處處可見“和諧”，人在“和諧”的環境中生活，哪麼每一個人不都過上了幸福的生活嗎？想自己過幸福生活的人，就去看《小知道答案》吧！,book,5.875,5.125
130,這本小說是傷感的，是讓人心碎的，查理這麼一個正直，勇敢的男子漢被無情的戰爭絞殺是任何人都不能接受的，但小託卻要承受這個痛苦，他的家庭是那麼的不幸，以至於他的成長充滿陰影，但他能夠感受生活給他帶來的快樂。,book,3,6.166666667
131,不停的抱怨，這真是悲哀。,book,3.111111111,4.285714286
132,小託的堅強讓我懂得了好多東西。,book,6.25,6
133,和日本語的版本相比，翻譯後的文筆平淡如水，情節發展如同夏日中的找吃的狗----無精打采。,book,3.777777778,4
134,故事也夠味，想表達的意思也很清晰。,book,6.5,3.714285714
135,總的來說，這是一個頹廢版的谷崎潤一郎式的作品，人的劣性、不滿足、愛情的虛幻，表現的挺好的。,book,5.333333333,3.666666667
136,作出選擇就是結束，如果後悔，就很糟糕。,book,4,4
137,這本書倒挺適合那些做選擇時前思後想的女孩閱讀。,book,5.777777778,3.625
138,這本小冊子圖文並茂,book,6.25,3.625
139,想到故宮的烏鴉都有了歡喜的感覺.,book,6.25,4.333333333
140,珍惜我們還有這些可愛的朋友，如果看了＜寂靜的春天＞，你一定會感嘆錯過了永遠的失去了，鳥兒。,book,4.25,4.285714286
141,帶一本小冊子，可以傳閱給你的朋友，分享擁有春天般美麗的心情，象鳥兒一樣放飛自己。,book,6,4.666666667
142,熱愛生活，熱愛生命。,book,6.666666667,3.857142857
143,《求醫不如求己》這套書非常實用，我已推薦給很多朋友，瞧我的訂單，有好幾個都是購這套書的，都是送給朋友或替朋友買的，朋友說我都成了“大忽悠”了。,book,5.666666667,5.285714286
144,其實不是我能忽悠，是書確實好，營銷學上講，把好的新產品推銷出去，叫營銷，把不好的產品推銷出去，叫騙銷，我是把好的產品介紹給朋友，共同受益，顯然不應在騙銷之列。,book,4.666666667,4.142857143
145,我看得頭皮發麻，思想驚悚片不過如此，我在慶幸我們現在過的不是那種生活，不然，寧毋死可是，你要死，老大哥也要讓你愛上他覺得一切都是自己的錯的時候，才準你死這樣的生活，這樣的極權，太可怕了，不敢想象奧威爾是個天才，絕對的天才，我甚至錯覺，他根本就是個先知,book,5.5,6.142857143
146,現實所以我沉迷於古代小說無法自拔幾乎愛戀,book,4.875,5.75
147,這本書非常棒，無論從故事構思，還是從表現手法都無不顯示出作者非凡的文學功底，兩個悽美的愛情故事被演繹得淋漓盡致！,book,6.444444444,6
148,這本書而不知不覺熬到臨晨一兩天.....雖然有時候第二天會困，但心裏覺得很踏實，很欣慰！,book,6.4,5.875
149,強烈建議大家讀讀這本書！,book,6.571428571,6.166666667
150,寫的有多好看呢，唉，真是個“用心良苦”的作者吧，貼滿了大量我們中國人錯誤的英語圖片，笑沒被笑死，丟臉死了。,book,3.375,6.25
151,有的文章純粹我覺得可能還是編的，比如說表姨媽的時候，說成了watchaunt，這可能嗎？？？除非開玩笑的時候故意的吧，任何一個學過英語的初中以上的人都難以犯這種錯誤吧？翻了幾個故事看了之後，積極性大受打擊。,book,3.125,6
152,本來就想當本笑話書來看的，沒想到難以笑出來。,book,4,5.125
153,我想我是愛孫波的。,book,5.142857143,4.166666667
154,我想在她內心的最深處，愛的那個人依然是小浪。,book,4.142857143,4
155,認真的讀每一個字。,book,5.375,4.428571429
156,我想如果再來一次。,book,5,5.142857143
157,但是，始終都能感受到她們的愛是如此真實。,book,5.428571429,5
158,最早接觸寂地畫是在《新蕾》上，後來滿心歡喜的買了她的第一本畫集《我的路1》很喜歡那種溫暖的畫風，也很喜歡配畫的文字，很細膩，有哲理，讓人感覺溫馨。,book,7,5.25
159,後來她出的每一期都買了回來，用四葉草的包書紙包好，這次這一套買了是給朋友的，。,book,5.666666667,3.25
160,朋友看到我有一套《我的路》也很想要，所以讓我幫她買。,book,5.4,3.444444444
161,開始會擔心裏面的附贈品不知道會不會有，看來是有的，朋友收到了很開心也很喜歡,book,6.375,5.375
162,我的確看得很過癮很開心！,book,7.125,6.25
163,佩服作者的奇思妙想...衷心希望心情總是不好的人們能夠笑對人生其實真沒什麼過不去的坎兒~,book,6,4.625
164,小侄女8歲了，很喜歡看書，就像我小時候一樣，所以我怎麼可能不滿足她的這個小小的又是這麼美好的願望呢！,book,6.333333333,6.142857143
165,能擁有全套了，看來笑貓還真有吸引力呢!不過我兒子不怎麼有興趣，可能楊紅櫻的書更適合女孩子吧。,book,5.333333333,5.142857143
166,我已經能想象到小侄女拿到書的享受樣子了，呵呵，贈人好書，手有餘香啊，我也開心呢~~,book,7.625,6.285714286
167,王老師真得是很細心，很善於動腦去思考，這纔是真正的好老師，只是這樣的老師太少了，如果在我上學的時候能遇到王老師，我相信我的將來一定不是現在這個樣子，那些愚蠢的老師不知耽誤了多少代、多少人。,book,6,5.5
168,希望更多的老師看看王老師的書，仔細的想一下應該如何教孩子學習而不是灌鴨式的教授知識，讓孩子真正的愛上學習！,book,6.571428571,5.857142857
169,看得人冷汗都要出來了，覺得女主角某種程度上缺乏決斷，性情比較軟弱，還未看得透徹就想託付未來以過安定的日子，可惜往往慢了一拍，事情就大不相同。,book,4,4.777777778
170,莫名的悲哀，想像中愛玲應該是金枝玉葉，雖飽受風塵之苦，卻也是冰清玉潔，不想竟也碰到胡蘭成這樣，惡俗的混世魔王。,book,3.555555556,5.857142857
171,記得看過一本和坤的書，人家雖是大貪官，卻也對妻子馮氏，有情有意，有始有終，另生一種敬佩。,book,6.111111111,4.625
172,他們兩個在面對愛情時的清醒而不解。,book,5,4.142857143
173,才知道原來他們都愛彼此愛的那麼深。,book,5.875,5.333333333
174,法蘭克福書展十四日閉幕，中國流亡異議作家廖亦武獲頒德國書商和平獎（GermanBookTradePeacePrize），繼日昨公開批評剛獲頒諾貝爾文學獎的中國作家莫言是「國家詩人」後，廖亦武在領獎時更痛批北京領導階層，形容中國是「滅絕人性的血色帝國」。,book,3,7.142857143
175,指控西方財團與劊子手勾結廖亦武在領取德國書商和平獎時發表以上談話，該獎是德國第二崇高獎項，僅次於布赫納獎（GeorgBuechnerPrize），以往獲獎者包括土耳其作家帕慕克（OrhanPamuk）、匈牙利作家艾斯特哈茲（PeterEsterhazy），以及捷克前總統兼作家哈維爾（VaclavHavel）等巨擘,book,4.5,5.666666667
176,逃離中國封殺而流亡德國。,book,3.285714286,4.166666667
177,痛批莫言是親共的國家詩人廖亦武接受德國「明鏡週刊」訪問時，毫不忌諱地批評莫言是親近共產政權的「國家詩人」。,book,4.375,4.714285714
178,廖亦武是在一年多前歷盡艱辛逃離，後來在德國受到庇護。,book,4.666666667,5.142857143
179,二○○九年中國擔任法蘭克福書展主題國時，他雖受邀卻被當局禁止出境。,book,3.333333333,4.571428571
180,德國書商和出版商協會主席霍內費爾德讚揚廖亦武，「恢復因鎮壓和壓迫而受苦人民的聲音」。,book,5.666666667,5.428571429
181,有時候，一本好書的標準不是情節多麼跌宕起伏，場面描寫多麼宏偉，蘊涵的社會意義有多深，這些，在很多時候都不是讀書的目的。,book,5.5,5
182,當現代生活越來越快速，生活壓力越來越大的時候，能讓煩悶的人們在閱讀的時候心情愉悅的書，就是一本好書。,book,7,4.571428571
183,好心情是要分享的。,book,6.5,4.857142857
184,還算精美的一本書，最開始吸引我的是很多人的評論和推薦。,book,6.5,4.142857143
185,花了一晚上的時間一口氣看完，喜歡譚斌，喜歡程睿敏，喜歡他們之間的愛情。,book,6.5,5.666666667
186,其中的一些細節讓我羨慕，我也希望像譚斌那樣，幹練，優雅，知性，大方，即使有點傲氣，但也是朵驕傲的玫瑰。,book,6.444444444,5.375
187,這本書，對職場小說開始有所迷戀。,book,5.444444444,4.857142857
188,好可愛的書啊，圖片生動幽默，連我們單位的男同志都喜歡看，呵呵。,book,6.75,5.888888889
189,故事很有哲理，對小孩有教育意義。,book,6.666666667,4.25
190,可是並不是每個人都能，所以產生了那麼多壓力和痛苦。,book,3.75,4.625
191,中國傳統的教育思想有壓抑自我、框定思想的東西，如果看了這本書，我想大人都會掩卷微笑，多麼好玩的故事，多麼陽光的結局啊。,book,6.666666667,4.625
192,索居，就是渴望內心的精神自由。,book,5.666666667,4.777777778
193,人性的昇華，人主宰自己的命運。,book,5.888888889,4.875
194,人類要實現生命的永恆就有超越死亡。,book,5.125,4.125
195,許多人一生都在忙碌尋找自己的幸福，卻忽略了在身邊的幸福!有人想尋找童年，有人想遺忘童年，無論那種情況，你都可以在失落園裏找到那種感覺，在我每次難過的時候，我都會拿出這本書來安慰下自己!在裏面能得到心靈的寧靜，我推薦這本書也是希望所有和失樂園一樣的朋友，能尋找開心，遺忘痛苦，請相信黑暗的背後一定會有光!,book,6.25,5.666666667
196,深刻的理解了祝勇的一些觀點，總的說來，祝勇對於他人的剖析有理性（對餘傑的批評有些過了），對問題的闡述比較客觀。,book,4.875,1.875
197,不過還有露出了文人相輕的感覺，如同樓上的那位朋友所說，對自己太看得起了。,book,4,5.142857143
198,當我們看到別的孩子的優秀之處時，往往會很羨慕，有時還會忍不住責備孩子：“看人家”，可是我們有沒有想到他的媽媽在背後付出的努力。,book,4.222222222,5.625
199,看了這本書，對自己的確很有幫助，許多書裏提到的事例，其實很多都發生在我們和孩子的身上，不同的處理方式對孩子帶來的結果有很大的差異。,book,6.111111111,5
200,從書裏，改變了我的許多想法，也是我對自己的一些育兒思想得到的肯定。,book,6.222222222,5.5
201,看到有人評論這本書恐怖，覺得言重了，其實這只是訓練人正面思維的一種方法，有人評論在公司受到不公正對待也能不抱怨？試想，如果你的思維夠積極，對人對正的想法都足夠正面，你的思想就會對別人產生一定的影響，任何人都需要別人用正確的態度對待自已，包括你的上司，老闆，他們也是人。,book,4.777777778,4.714285714
202,怕再次傷心，上次看完，之後的一個禮拜我都沉靜在那揮之不去的心痛和傷感中，但是這次還是不由自主的翻開了，也許一切都是命運的安排，凝夕和司夜兩個就像夕陽和夜晚，永遠不能共存，兩個不懂愛的人在彼此的傷害中感受愛，也許從凝夕出生開始她就註定要像櫻花凋謝那般死去~~美麗還慘烈.....,book,3.25,4.625
203,好久沒看到，如此精彩的書了。,book,7.555555556,6.857142857
204,這幾年，我對那些高中生之間的愛情，已經不敢興趣。,book,4,3.375
205,開始對穿越文，古代文有了濃厚的興趣。,book,6.333333333,4.428571429
206,我從很小的時候就非常喜歡讀書獨獨不喜歡歷史方面的書籍感覺她們太沉重，中國的歷史太讓我們這些赤子而憂心重重了,book,3.666666667,3
207,我就被這本書吸引住了，一個晚上讀完了,book,6.333333333,6.444444444
208,試試看的心情，買了一套，結果，女兒一看就喜歡上了，這套書的特色比較鮮明，每一本的主題對塑造孩子的優良個性都有,book,6.625,5.6
209,很大的幫助，女兒從弗洛格身上學會了愛心，學會了自信，學會了勇敢。,book,6.625,6.285714286
210,女作家和男作家的區別，在於擅長在邏輯嚴密和氣氛緊張的犯罪推理之外，對人性的軟弱、複雜和彼此之間可堪或不堪的關繫,book,5.444444444,4.625
211,小說更對女性在“法醫”這一“男性”職業之種種身心壓力、人際壓力、規則壓力的包圍下，如何堅定地維護正義、呵護親情和愛情，進行了細緻入微地表現。,book,6,4.625
